2023 Upper tier local authorities Code,2023 Upper tier local authorities,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E08000003,Manchester,13,"White: English, Welsh, Scottish, Northern Irish or British",268572
E08000003,Manchester,14,White: Irish,9442
E08000003,Manchester,15,White: Gypsy or Irish Traveller,597
E08000003,Manchester,16,White: Roma,883
E08000003,Manchester,17,White: Other White,34138
E08000003,Manchester,18,Other ethnic group: Arab,15028
E08000003,Manchester,19,Other ethnic group: Any other ethnic group,13250
E08000004,Oldham,-8,Does not apply,0
E08000004,Oldham,1,"Asian, Asian British or Asian Welsh: Bangladeshi",21754
E08000004,Oldham,2,"Asian, Asian British or Asian Welsh: Chinese",819
E08000004,Oldham,3,"Asian, Asian British or Asian Welsh: Indian",1676
E08000004,Oldham,4,"Asian, Asian British or Asian Welsh: Pakistani",32802
E08000004,Oldham,5,"Asian, Asian British or Asian Welsh: Other Asian",2514
E08000004,Oldham,6,"Black, Black British, Black Welsh, Caribbean or African: African",6065
E08000004,Oldham,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",876
E08000004,Oldham,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1268
E08000004,Oldham,9,Mixed or Multiple ethnic groups: White and Asian,1829
E08000004,Oldham,10,Mixed or Multiple ethnic groups: White and Black African,1043
E08000004,Oldham,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2353
E08000004,Oldham,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,900
E08000004,Oldham,13,"White: English, Welsh, Scottish, Northern Irish or British",157914
E08000004,Oldham,14,White: Irish,1279
E08000004,Oldham,15,White: Gypsy or Irish Traveller,177
E08000004,Oldham,16,White: Roma,549
E08000004,Oldham,17,White: Other White,4978
E08000004,Oldham,18,Other ethnic group: Arab,521
E08000004,Oldham,19,Other ethnic group: Any other ethnic group,2770
E08000005,Rochdale,-8,Does not apply,0
E08000005,Rochdale,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5170
E08000005,Rochdale,2,"Asian, Asian British or Asian Welsh: Chinese",867
E08000005,Rochdale,3,"Asian, Asian British or Asian Welsh: Indian",1190
E08000005,Rochdale,4,"Asian, Asian British or Asian Welsh: Pakistani",30525
E08000005,Rochdale,5,"Asian, Asian British or Asian Welsh: Other Asian",3654
E08000005,Rochdale,6,"Black, Black British, Black Welsh, Caribbean or African: African",6476
E08000005,Rochdale,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",440
E08000005,Rochdale,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1011
E08000005,Rochdale,9,Mixed or Multiple ethnic groups: White and Asian,1736
E08000005,Rochdale,10,Mixed or Multiple ethnic groups: White and Black African,1210
E08000005,Rochdale,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1303
E08000005,Rochdale,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1035
E08000005,Rochdale,13,"White: English, Welsh, Scottish, Northern Irish or British",156669
E08000005,Rochdale,14,White: Irish,1735
E08000005,Rochdale,15,White: Gypsy or Irish Traveller,194
E08000005,Rochdale,16,White: Roma,163
E08000005,Rochdale,17,White: Other White,6724
E08000005,Rochdale,18,Other ethnic group: Arab,815
E08000005,Rochdale,19,Other ethnic group: Any other ethnic group,2854
E08000006,Salford,-8,Does not apply,0
E08000006,Salford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",803
E08000006,Salford,2,"Asian, Asian British or Asian Welsh: Chinese",3319
E08000006,Salford,3,"Asian, Asian British or Asian Welsh: Indian",3744
E08000006,Salford,4,"Asian, Asian British or Asian Welsh: Pakistani",4074
E08000006,Salford,5,"Asian, Asian British or Asian Welsh: Other Asian",2998
E08000006,Salford,6,"Black, Black British, Black Welsh, Caribbean or African: African",13477
E08000006,Salford,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1338
E08000006,Salford,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1658
E08000006,Salford,9,Mixed or Multiple ethnic groups: White and Asian,1844
E08000006,Salford,10,Mixed or Multiple ethnic groups: White and Black African,2098
E08000006,Salford,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2596
E08000006,Salford,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1963
E08000006,Salford,13,"White: English, Welsh, Scottish, Northern Irish or British",199614
E08000006,Salford,14,White: Irish,2882
E08000006,Salford,15,White: Gypsy or Irish Traveller,295
E08000006,Salford,16,White: Roma,515
E08000006,Salford,17,White: Other White,18942
E08000006,Salford,18,Other ethnic group: Arab,3214
E08000006,Salford,19,Other ethnic group: Any other ethnic group,4548
E08000007,Stockport,-8,Does not apply,0
E08000007,Stockport,1,"Asian, Asian British or Asian Welsh: Bangladeshi",963
E08000007,Stockport,2,"Asian, Asian British or Asian Welsh: Chinese",2306
E08000007,Stockport,3,"Asian, Asian British or Asian Welsh: Indian",4433
E08000007,Stockport,4,"Asian, Asian British or Asian Welsh: Pakistani",10953
E08000007,Stockport,5,"Asian, Asian British or Asian Welsh: Other Asian",2809
E08000007,Stockport,6,"Black, Black British, Black Welsh, Caribbean or African: African",2030
E08000007,Stockport,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",896
E08000007,Stockport,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",490
E08000007,Stockport,9,Mixed or Multiple ethnic groups: White and Asian,2359
E08000007,Stockport,10,Mixed or Multiple ethnic groups: White and Black African,1236
E08000007,Stockport,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2215
E08000007,Stockport,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1858
E08000007,Stockport,13,"White: English, Welsh, Scottish, Northern Irish or British",245831
E08000007,Stockport,14,White: Irish,4174
E08000007,Stockport,15,White: Gypsy or Irish Traveller,90
E08000007,Stockport,16,White: Roma,132
E08000007,Stockport,17,White: Other White,7303
E08000007,Stockport,18,Other ethnic group: Arab,1509
E08000007,Stockport,19,Other ethnic group: Any other ethnic group,3183
E08000008,Tameside,-8,Does not apply,0
E08000008,Tameside,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5842
E08000008,Tameside,2,"Asian, Asian British or Asian Welsh: Chinese",1402
E08000008,Tameside,3,"Asian, Asian British or Asian Welsh: Indian",3737
E08000008,Tameside,4,"Asian, Asian British or Asian Welsh: Pakistani",8966
E08000008,Tameside,5,"Asian, Asian British or Asian Welsh: Other Asian",1251
E08000008,Tameside,6,"Black, Black British, Black Welsh, Caribbean or African: African",4115
E08000008,Tameside,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",612
E08000008,Tameside,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",548
E08000008,Tameside,9,Mixed or Multiple ethnic groups: White and Asian,1344
E08000008,Tameside,10,Mixed or Multiple ethnic groups: White and Black African,859
E08000008,Tameside,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1854
E08000008,Tameside,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,906
E08000008,Tameside,13,"White: English, Welsh, Scottish, Northern Irish or British",190305
E08000008,Tameside,14,White: Irish,1536
E08000008,Tameside,15,White: Gypsy or Irish Traveller,112
E08000008,Tameside,16,White: Roma,100
E08000008,Tameside,17,White: Other White,5623
E08000008,Tameside,18,Other ethnic group: Arab,540
E08000008,Tameside,19,Other ethnic group: Any other ethnic group,1418
E08000009,Trafford,-8,Does not apply,0
E08000009,Trafford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",634
E08000009,Trafford,2,"Asian, Asian British or Asian Welsh: Chinese",4813
E08000009,Trafford,3,"Asian, Asian British or Asian Welsh: Indian",10208
E08000009,Trafford,4,"Asian, Asian British or Asian Welsh: Pakistani",11479
E08000009,Trafford,5,"Asian, Asian British or Asian Welsh: Other Asian",2454
E08000009,Trafford,6,"Black, Black British, Black Welsh, Caribbean or African: African",3636
E08000009,Trafford,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3442
E08000009,Trafford,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1008
E08000009,Trafford,9,Mixed or Multiple ethnic groups: White and Asian,2443
E08000009,Trafford,10,Mixed or Multiple ethnic groups: White and Black African,1068
E08000009,Trafford,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3091
E08000009,Trafford,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2232
E08000009,Trafford,13,"White: English, Welsh, Scottish, Northern Irish or British",169550
E08000009,Trafford,14,White: Irish,4884
E08000009,Trafford,15,White: Gypsy or Irish Traveller,46
E08000009,Trafford,16,White: Roma,134
E08000009,Trafford,17,White: Other White,8147
E08000009,Trafford,18,Other ethnic group: Arab,2457
E08000009,Trafford,19,Other ethnic group: Any other ethnic group,3327
E08000010,Wigan,-8,Does not apply,0
E08000010,Wigan,1,"Asian, Asian British or Asian Welsh: Bangladeshi",156
E08000010,Wigan,2,"Asian, Asian British or Asian Welsh: Chinese",1234
E08000010,Wigan,3,"Asian, Asian British or Asian Welsh: Indian",1532
E08000010,Wigan,4,"Asian, Asian British or Asian Welsh: Pakistani",1342
E08000010,Wigan,5,"Asian, Asian British or Asian Welsh: Other Asian",1562
E08000010,Wigan,6,"Black, Black British, Black Welsh, Caribbean or African: African",3081
E08000010,Wigan,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",331
E08000010,Wigan,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",495
E08000010,Wigan,9,Mixed or Multiple ethnic groups: White and Asian,1293
E08000010,Wigan,10,Mixed or Multiple ethnic groups: White and Black African,885
E08000010,Wigan,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1148
E08000010,Wigan,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1027
E08000010,Wigan,13,"White: English, Welsh, Scottish, Northern Irish or British",302482
E08000010,Wigan,14,White: Irish,1353
E08000010,Wigan,15,White: Gypsy or Irish Traveller,247
E08000010,Wigan,16,White: Roma,291
E08000010,Wigan,17,White: Other White,8579
E08000010,Wigan,18,Other ethnic group: Arab,711
E08000010,Wigan,19,Other ethnic group: Any other ethnic group,1581
E08000011,Knowsley,-8,Does not apply,0
E08000011,Knowsley,1,"Asian, Asian British or Asian Welsh: Bangladeshi",32
E08000011,Knowsley,2,"Asian, Asian British or Asian Welsh: Chinese",630
E08000011,Knowsley,3,"Asian, Asian British or Asian Welsh: Indian",936
E08000011,Knowsley,4,"Asian, Asian British or Asian Welsh: Pakistani",186
E08000011,Knowsley,5,"Asian, Asian British or Asian Welsh: Other Asian",726
E08000011,Knowsley,6,"Black, Black British, Black Welsh, Caribbean or African: African",964
E08000011,Knowsley,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",130
E08000011,Knowsley,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",170
E08000011,Knowsley,9,Mixed or Multiple ethnic groups: White and Asian,577
E08000011,Knowsley,10,Mixed or Multiple ethnic groups: White and Black African,653
E08000011,Knowsley,11,Mixed or Multiple ethnic groups: White and Black Caribbean,740
E08000011,Knowsley,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,688
E08000011,Knowsley,13,"White: English, Welsh, Scottish, Northern Irish or British",142698
E08000011,Knowsley,14,White: Irish,855
E08000011,Knowsley,15,White: Gypsy or Irish Traveller,24
E08000011,Knowsley,16,White: Roma,112
E08000011,Knowsley,17,White: Other White,3545
E08000011,Knowsley,18,Other ethnic group: Arab,289
E08000011,Knowsley,19,Other ethnic group: Any other ethnic group,563
E08000012,Liverpool,-8,Does not apply,0
E08000012,Liverpool,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1917
E08000012,Liverpool,2,"Asian, Asian British or Asian Welsh: Chinese",8841
E08000012,Liverpool,3,"Asian, Asian British or Asian Welsh: Indian",6251
E08000012,Liverpool,4,"Asian, Asian British or Asian Welsh: Pakistani",3673
E08000012,Liverpool,5,"Asian, Asian British or Asian Welsh: Other Asian",7085
E08000012,Liverpool,6,"Black, Black British, Black Welsh, Caribbean or African: African",12709
E08000012,Liverpool,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1493
E08000012,Liverpool,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2762
E08000012,Liverpool,9,Mixed or Multiple ethnic groups: White and Asian,3662
E08000012,Liverpool,10,Mixed or Multiple ethnic groups: White and Black African,4157
E08000012,Liverpool,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4127
E08000012,Liverpool,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4934
E08000012,Liverpool,13,"White: English, Welsh, Scottish, Northern Irish or British",375785
E08000012,Liverpool,14,White: Irish,6826
E08000012,Liverpool,15,White: Gypsy or Irish Traveller,501
E08000012,Liverpool,16,White: Roma,1169
E08000012,Liverpool,17,White: Other White,24162
E08000012,Liverpool,18,Other ethnic group: Arab,8312
E08000012,Liverpool,19,Other ethnic group: Any other ethnic group,7722
E08000013,St. Helens,-8,Does not apply,0
E08000013,St. Helens,1,"Asian, Asian British or Asian Welsh: Bangladeshi",172
E08000013,St. Helens,2,"Asian, Asian British or Asian Welsh: Chinese",660
E08000013,St. Helens,3,"Asian, Asian British or Asian Welsh: Indian",557
E08000013,St. Helens,4,"Asian, Asian British or Asian Welsh: Pakistani",238
E08000013,St. Helens,5,"Asian, Asian British or Asian Welsh: Other Asian",952
E08000013,St. Helens,6,"Black, Black British, Black Welsh, Caribbean or African: African",558
E08000013,St. Helens,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",103
E08000013,St. Helens,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",115
E08000013,St. Helens,9,Mixed or Multiple ethnic groups: White and Asian,597
E08000013,St. Helens,10,Mixed or Multiple ethnic groups: White and Black African,417
E08000013,St. Helens,11,Mixed or Multiple ethnic groups: White and Black Caribbean,466
E08000013,St. Helens,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,491
E08000013,St. Helens,13,"White: English, Welsh, Scottish, Northern Irish or British",171546
E08000013,St. Helens,14,White: Irish,945
E08000013,St. Helens,15,White: Gypsy or Irish Traveller,145
E08000013,St. Helens,16,White: Roma,67
E08000013,St. Helens,17,White: Other White,4185
E08000013,St. Helens,18,Other ethnic group: Arab,377
E08000013,St. Helens,19,Other ethnic group: Any other ethnic group,657
E08000014,Sefton,-8,Does not apply,0
E08000014,Sefton,1,"Asian, Asian British or Asian Welsh: Bangladeshi",423
E08000014,Sefton,2,"Asian, Asian British or Asian Welsh: Chinese",1216
E08000014,Sefton,3,"Asian, Asian British or Asian Welsh: Indian",1009
E08000014,Sefton,4,"Asian, Asian British or Asian Welsh: Pakistani",262
E08000014,Sefton,5,"Asian, Asian British or Asian Welsh: Other Asian",1384
E08000014,Sefton,6,"Black, Black British, Black Welsh, Caribbean or African: African",1006
E08000014,Sefton,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",308
E08000014,Sefton,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",195
E08000014,Sefton,9,Mixed or Multiple ethnic groups: White and Asian,1225
E08000014,Sefton,10,Mixed or Multiple ethnic groups: White and Black African,821
E08000014,Sefton,11,Mixed or Multiple ethnic groups: White and Black Caribbean,893
E08000014,Sefton,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1117
E08000014,Sefton,13,"White: English, Welsh, Scottish, Northern Irish or British",256327
E08000014,Sefton,14,White: Irish,2241
E08000014,Sefton,15,White: Gypsy or Irish Traveller,47
E08000014,Sefton,16,White: Roma,220
E08000014,Sefton,17,White: Other White,8705
E08000014,Sefton,18,Other ethnic group: Arab,523
