2023 Upper tier local authorities Code,2023 Upper tier local authorities,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E08000026,Coventry,6,"Black, Black British, Black Welsh, Caribbean or African: African",24109
E08000026,Coventry,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3459
E08000026,Coventry,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3155
E08000026,Coventry,9,Mixed or Multiple ethnic groups: White and Asian,3182
E08000026,Coventry,10,Mixed or Multiple ethnic groups: White and Black African,1663
E08000026,Coventry,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4597
E08000026,Coventry,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2289
E08000026,Coventry,13,"White: English, Welsh, Scottish, Northern Irish or British",190889
E08000026,Coventry,14,White: Irish,5662
E08000026,Coventry,15,White: Gypsy or Irish Traveller,294
E08000026,Coventry,16,White: Roma,1116
E08000026,Coventry,17,White: Other White,28285
E08000026,Coventry,18,Other ethnic group: Arab,2482
E08000026,Coventry,19,Other ethnic group: Any other ethnic group,10224
E08000027,Dudley,-8,Does not apply,0
E08000027,Dudley,1,"Asian, Asian British or Asian Welsh: Bangladeshi",619
E08000027,Dudley,2,"Asian, Asian British or Asian Welsh: Chinese",1005
E08000027,Dudley,3,"Asian, Asian British or Asian Welsh: Indian",7812
E08000027,Dudley,4,"Asian, Asian British or Asian Welsh: Pakistani",14906
E08000027,Dudley,5,"Asian, Asian British or Asian Welsh: Other Asian",2705
E08000027,Dudley,6,"Black, Black British, Black Welsh, Caribbean or African: African",3499
E08000027,Dudley,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3625
E08000027,Dudley,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1046
E08000027,Dudley,9,Mixed or Multiple ethnic groups: White and Asian,2254
E08000027,Dudley,10,Mixed or Multiple ethnic groups: White and Black African,482
E08000027,Dudley,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5133
E08000027,Dudley,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1322
E08000027,Dudley,13,"White: English, Welsh, Scottish, Northern Irish or British",266564
E08000027,Dudley,14,White: Irish,1114
E08000027,Dudley,15,White: Gypsy or Irish Traveller,428
E08000027,Dudley,16,White: Roma,194
E08000027,Dudley,17,White: Other White,6296
E08000027,Dudley,18,Other ethnic group: Arab,2026
E08000027,Dudley,19,Other ethnic group: Any other ethnic group,2458
E08000028,Sandwell,-8,Does not apply,0
E08000028,Sandwell,1,"Asian, Asian British or Asian Welsh: Bangladeshi",11074
E08000028,Sandwell,2,"Asian, Asian British or Asian Welsh: Chinese",1204
E08000028,Sandwell,3,"Asian, Asian British or Asian Welsh: Indian",44378
E08000028,Sandwell,4,"Asian, Asian British or Asian Welsh: Pakistani",22148
E08000028,Sandwell,5,"Asian, Asian British or Asian Welsh: Other Asian",9220
E08000028,Sandwell,6,"Black, Black British, Black Welsh, Caribbean or African: African",12668
E08000028,Sandwell,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",13103
E08000028,Sandwell,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4008
E08000028,Sandwell,9,Mixed or Multiple ethnic groups: White and Asian,3274
E08000028,Sandwell,10,Mixed or Multiple ethnic groups: White and Black African,928
E08000028,Sandwell,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8030
E08000028,Sandwell,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2448
E08000028,Sandwell,13,"White: English, Welsh, Scottish, Northern Irish or British",177929
E08000028,Sandwell,14,White: Irish,1591
E08000028,Sandwell,15,White: Gypsy or Irish Traveller,324
E08000028,Sandwell,16,White: Roma,375
E08000028,Sandwell,17,White: Other White,15405
E08000028,Sandwell,18,Other ethnic group: Arab,2016
E08000028,Sandwell,19,Other ethnic group: Any other ethnic group,11709
E08000029,Solihull,-8,Does not apply,0
E08000029,Solihull,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1077
E08000029,Solihull,2,"Asian, Asian British or Asian Welsh: Chinese",1758
E08000029,Solihull,3,"Asian, Asian British or Asian Welsh: Indian",11344
E08000029,Solihull,4,"Asian, Asian British or Asian Welsh: Pakistani",7608
E08000029,Solihull,5,"Asian, Asian British or Asian Welsh: Other Asian",2058
E08000029,Solihull,6,"Black, Black British, Black Welsh, Caribbean or African: African",1346
E08000029,Solihull,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2033
E08000029,Solihull,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",576
E08000029,Solihull,9,Mixed or Multiple ethnic groups: White and Asian,2073
E08000029,Solihull,10,Mixed or Multiple ethnic groups: White and Black African,423
E08000029,Solihull,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3695
E08000029,Solihull,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1305
E08000029,Solihull,13,"White: English, Welsh, Scottish, Northern Irish or British",168398
E08000029,Solihull,14,White: Irish,3919
E08000029,Solihull,15,White: Gypsy or Irish Traveller,74
E08000029,Solihull,16,White: Roma,57
E08000029,Solihull,17,White: Other White,5220
E08000029,Solihull,18,Other ethnic group: Arab,888
E08000029,Solihull,19,Other ethnic group: Any other ethnic group,2388
E08000030,Walsall,-8,Does not apply,0
E08000030,Walsall,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6378
E08000030,Walsall,2,"Asian, Asian British or Asian Welsh: Chinese",891
E08000030,Walsall,3,"Asian, Asian British or Asian Welsh: Indian",22726
E08000030,Walsall,4,"Asian, Asian British or Asian Welsh: Pakistani",19739
E08000030,Walsall,5,"Asian, Asian British or Asian Welsh: Other Asian",3465
E08000030,Walsall,6,"Black, Black British, Black Welsh, Caribbean or African: African",6439
E08000030,Walsall,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4889
E08000030,Walsall,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1696
E08000030,Walsall,9,Mixed or Multiple ethnic groups: White and Asian,2386
E08000030,Walsall,10,Mixed or Multiple ethnic groups: White and Black African,620
E08000030,Walsall,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4834
E08000030,Walsall,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1477
E08000030,Walsall,13,"White: English, Welsh, Scottish, Northern Irish or British",191529
E08000030,Walsall,14,White: Irish,1070
E08000030,Walsall,15,White: Gypsy or Irish Traveller,356
E08000030,Walsall,16,White: Roma,220
E08000030,Walsall,17,White: Other White,9549
E08000030,Walsall,18,Other ethnic group: Arab,509
E08000030,Walsall,19,Other ethnic group: Any other ethnic group,5353
E08000031,Wolverhampton,-8,Does not apply,0
E08000031,Wolverhampton,1,"Asian, Asian British or Asian Welsh: Bangladeshi",531
E08000031,Wolverhampton,2,"Asian, Asian British or Asian Welsh: Chinese",802
E08000031,Wolverhampton,3,"Asian, Asian British or Asian Welsh: Indian",42052
E08000031,Wolverhampton,4,"Asian, Asian British or Asian Welsh: Pakistani",6676
E08000031,Wolverhampton,5,"Asian, Asian British or Asian Welsh: Other Asian",5840
E08000031,Wolverhampton,6,"Black, Black British, Black Welsh, Caribbean or African: African",11158
E08000031,Wolverhampton,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",9905
E08000031,Wolverhampton,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3573
E08000031,Wolverhampton,9,Mixed or Multiple ethnic groups: White and Asian,2573
E08000031,Wolverhampton,10,Mixed or Multiple ethnic groups: White and Black African,939
E08000031,Wolverhampton,11,Mixed or Multiple ethnic groups: White and Black Caribbean,8495
E08000031,Wolverhampton,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2058
E08000031,Wolverhampton,13,"White: English, Welsh, Scottish, Northern Irish or British",144303
E08000031,Wolverhampton,14,White: Irish,1170
E08000031,Wolverhampton,15,White: Gypsy or Irish Traveller,255
E08000031,Wolverhampton,16,White: Roma,451
E08000031,Wolverhampton,17,White: Other White,13528
E08000031,Wolverhampton,18,Other ethnic group: Arab,966
E08000031,Wolverhampton,19,Other ethnic group: Any other ethnic group,8451
E08000032,Bradford,-8,Does not apply,0
E08000032,Bradford,1,"Asian, Asian British or Asian Welsh: Bangladeshi",12403
E08000032,Bradford,2,"Asian, Asian British or Asian Welsh: Chinese",1345
E08000032,Bradford,3,"Asian, Asian British or Asian Welsh: Indian",14429
E08000032,Bradford,4,"Asian, Asian British or Asian Welsh: Pakistani",139553
E08000032,Bradford,5,"Asian, Asian British or Asian Welsh: Other Asian",7934
E08000032,Bradford,6,"Black, Black British, Black Welsh, Caribbean or African: African",7061
E08000032,Bradford,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2614
E08000032,Bradford,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1303
E08000032,Bradford,9,Mixed or Multiple ethnic groups: White and Asian,6458
E08000032,Bradford,10,Mixed or Multiple ethnic groups: White and Black African,1196
E08000032,Bradford,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4426
E08000032,Bradford,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2926
E08000032,Bradford,13,"White: English, Welsh, Scottish, Northern Irish or British",309912
E08000032,Bradford,14,White: Irish,2139
E08000032,Bradford,15,White: Gypsy or Irish Traveller,849
E08000032,Bradford,16,White: Roma,1583
E08000032,Bradford,17,White: Other White,19521
E08000032,Bradford,18,Other ethnic group: Arab,2734
E08000032,Bradford,19,Other ethnic group: Any other ethnic group,8026
E08000033,Calderdale,-8,Does not apply,0
E08000033,Calderdale,1,"Asian, Asian British or Asian Welsh: Bangladeshi",681
E08000033,Calderdale,2,"Asian, Asian British or Asian Welsh: Chinese",415
E08000033,Calderdale,3,"Asian, Asian British or Asian Welsh: Indian",1861
E08000033,Calderdale,4,"Asian, Asian British or Asian Welsh: Pakistani",17637
E08000033,Calderdale,5,"Asian, Asian British or Asian Welsh: Other Asian",1132
E08000033,Calderdale,6,"Black, Black British, Black Welsh, Caribbean or African: African",847
E08000033,Calderdale,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",400
E08000033,Calderdale,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",192
E08000033,Calderdale,9,Mixed or Multiple ethnic groups: White and Asian,1458
E08000033,Calderdale,10,Mixed or Multiple ethnic groups: White and Black African,372
E08000033,Calderdale,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1348
E08000033,Calderdale,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,849
E08000033,Calderdale,13,"White: English, Welsh, Scottish, Northern Irish or British",170983
E08000033,Calderdale,14,White: Irish,1564
E08000033,Calderdale,15,White: Gypsy or Irish Traveller,136
E08000033,Calderdale,16,White: Roma,247
E08000033,Calderdale,17,White: Other White,4906
E08000033,Calderdale,18,Other ethnic group: Arab,327
E08000033,Calderdale,19,Other ethnic group: Any other ethnic group,1276
E08000034,Kirklees,-8,Does not apply,0
E08000034,Kirklees,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1065
E08000034,Kirklees,2,"Asian, Asian British or Asian Welsh: Chinese",1526
E08000034,Kirklees,3,"Asian, Asian British or Asian Welsh: Indian",22739
E08000034,Kirklees,4,"Asian, Asian British or Asian Welsh: Pakistani",54795
E08000034,Kirklees,5,"Asian, Asian British or Asian Welsh: Other Asian",4077
E08000034,Kirklees,6,"Black, Black British, Black Welsh, Caribbean or African: African",4180
E08000034,Kirklees,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4324
E08000034,Kirklees,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1444
E08000034,Kirklees,9,Mixed or Multiple ethnic groups: White and Asian,3980
E08000034,Kirklees,10,Mixed or Multiple ethnic groups: White and Black African,1035
E08000034,Kirklees,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6433
E08000034,Kirklees,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2140
E08000034,Kirklees,13,"White: English, Welsh, Scottish, Northern Irish or British",305579
E08000034,Kirklees,14,White: Irish,2335
E08000034,Kirklees,15,White: Gypsy or Irish Traveller,168
E08000034,Kirklees,16,White: Roma,314
E08000034,Kirklees,17,White: Other White,10573
E08000034,Kirklees,18,Other ethnic group: Arab,1915
E08000034,Kirklees,19,Other ethnic group: Any other ethnic group,4591
E08000035,Leeds,-8,Does not apply,0
E08000035,Leeds,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5876
E08000035,Leeds,2,"Asian, Asian British or Asian Welsh: Chinese",8117
E08000035,Leeds,3,"Asian, Asian British or Asian Welsh: Indian",21087
E08000035,Leeds,4,"Asian, Asian British or Asian Welsh: Pakistani",31405
E08000035,Leeds,5,"Asian, Asian British or Asian Welsh: Other Asian",12018
E08000035,Leeds,6,"Black, Black British, Black Welsh, Caribbean or African: African",32211
E08000035,Leeds,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7889
E08000035,Leeds,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5276
E08000035,Leeds,9,Mixed or Multiple ethnic groups: White and Asian,7410
E08000035,Leeds,10,Mixed or Multiple ethnic groups: White and Black African,4294
E08000035,Leeds,11,Mixed or Multiple ethnic groups: White and Black Caribbean,10028
E08000035,Leeds,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5656
E08000035,Leeds,13,"White: English, Welsh, Scottish, Northern Irish or British",595737
E08000035,Leeds,14,White: Irish,6892
E08000035,Leeds,15,White: Gypsy or Irish Traveller,878
E08000035,Leeds,16,White: Roma,1610
E08000035,Leeds,17,White: Other White,36684
E08000035,Leeds,18,Other ethnic group: Arab,5980
E08000035,Leeds,19,Other ethnic group: Any other ethnic group,12905
E08000036,Wakefield,-8,Does not apply,0
E08000036,Wakefield,1,"Asian, Asian British or Asian Welsh: Bangladeshi",74
E08000036,Wakefield,2,"Asian, Asian British or Asian Welsh: Chinese",1113
E08000036,Wakefield,3,"Asian, Asian British or Asian Welsh: Indian",2291
E08000036,Wakefield,4,"Asian, Asian British or Asian Welsh: Pakistani",7107
E08000036,Wakefield,5,"Asian, Asian British or Asian Welsh: Other Asian",2048
E08000036,Wakefield,6,"Black, Black British, Black Welsh, Caribbean or African: African",3589
E08000036,Wakefield,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",361
E08000036,Wakefield,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",566
E08000036,Wakefield,9,Mixed or Multiple ethnic groups: White and Asian,1708
E08000036,Wakefield,10,Mixed or Multiple ethnic groups: White and Black African,859
E08000036,Wakefield,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1338
E08000036,Wakefield,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1033
E08000036,Wakefield,13,"White: English, Welsh, Scottish, Northern Irish or British",311634
E08000036,Wakefield,14,White: Irish,963
E08000036,Wakefield,15,White: Gypsy or Irish Traveller,280
E08000036,Wakefield,16,White: Roma,228
E08000036,Wakefield,17,White: Other White,15637
E08000036,Wakefield,18,Other ethnic group: Arab,559
E08000036,Wakefield,19,Other ethnic group: Any other ethnic group,1982
E08000037,Gateshead,-8,Does not apply,0
E08000037,Gateshead,1,"Asian, Asian British or Asian Welsh: Bangladeshi",379
E08000037,Gateshead,2,"Asian, Asian British or Asian Welsh: Chinese",1146
E08000037,Gateshead,3,"Asian, Asian British or Asian Welsh: Indian",1027
E08000037,Gateshead,4,"Asian, Asian British or Asian Welsh: Pakistani",944
E08000037,Gateshead,5,"Asian, Asian British or Asian Welsh: Other Asian",1429
E08000037,Gateshead,6,"Black, Black British, Black Welsh, Caribbean or African: African",1852
E08000037,Gateshead,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",109
E08000037,Gateshead,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",253
E08000037,Gateshead,9,Mixed or Multiple ethnic groups: White and Asian,872
E08000037,Gateshead,10,Mixed or Multiple ethnic groups: White and Black African,547
E08000037,Gateshead,11,Mixed or Multiple ethnic groups: White and Black Caribbean,384
E08000037,Gateshead,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,590
E08000037,Gateshead,13,"White: English, Welsh, Scottish, Northern Irish or British",177131
E08000037,Gateshead,14,White: Irish,710
E08000037,Gateshead,15,White: Gypsy or Irish Traveller,115
E08000037,Gateshead,16,White: Roma,256
E08000037,Gateshead,17,White: Other White,5277
E08000037,Gateshead,18,Other ethnic group: Arab,926
E08000037,Gateshead,19,Other ethnic group: Any other ethnic group,2202
E09000001,City of London,-8,Does not apply,0
E09000001,City of London,1,"Asian, Asian British or Asian Welsh: Bangladeshi",287
E09000001,City of London,2,"Asian, Asian British or Asian Welsh: Chinese",545
E09000001,City of London,3,"Asian, Asian British or Asian Welsh: Indian",321
E09000001,City of London,4,"Asian, Asian British or Asian Welsh: Pakistani",33
E09000001,City of London,5,"Asian, Asian British or Asian Welsh: Other Asian",259
E09000001,City of London,6,"Black, Black British, Black Welsh, Caribbean or African: African",153
E09000001,City of London,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",54
E09000001,City of London,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",25
E09000001,City of London,9,Mixed or Multiple ethnic groups: White and Asian,179
E09000001,City of London,10,Mixed or Multiple ethnic groups: White and Black African,49
E09000001,City of London,11,Mixed or Multiple ethnic groups: White and Black Caribbean,53
E09000001,City of London,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,189
E09000001,City of London,13,"White: English, Welsh, Scottish, Northern Irish or British",3649
E09000001,City of London,14,White: Irish,185
E09000001,City of London,15,White: Gypsy or Irish Traveller,0
E09000001,City of London,16,White: Roma,59
E09000001,City of London,17,White: Other White,2062
E09000001,City of London,18,Other ethnic group: Arab,114
E09000001,City of London,19,Other ethnic group: Any other ethnic group,368
E09000002,Barking and Dagenham,-8,Does not apply,0
E09000002,Barking and Dagenham,1,"Asian, Asian British or Asian Welsh: Bangladeshi",22393
E09000002,Barking and Dagenham,2,"Asian, Asian British or Asian Welsh: Chinese",1385
E09000002,Barking and Dagenham,3,"Asian, Asian British or Asian Welsh: Indian",11503
E09000002,Barking and Dagenham,4,"Asian, Asian British or Asian Welsh: Pakistani",15799
E09000002,Barking and Dagenham,5,"Asian, Asian British or Asian Welsh: Other Asian",5503
E09000002,Barking and Dagenham,6,"Black, Black British, Black Welsh, Caribbean or African: African",35101
E09000002,Barking and Dagenham,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5824
E09000002,Barking and Dagenham,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5882
E09000002,Barking and Dagenham,9,Mixed or Multiple ethnic groups: White and Asian,1550
E09000002,Barking and Dagenham,10,Mixed or Multiple ethnic groups: White and Black African,2376
E09000002,Barking and Dagenham,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2974
E09000002,Barking and Dagenham,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2420
E09000002,Barking and Dagenham,13,"White: English, Welsh, Scottish, Northern Irish or British",67550
E09000002,Barking and Dagenham,14,White: Irish,1185
E09000002,Barking and Dagenham,15,White: Gypsy or Irish Traveller,184
E09000002,Barking and Dagenham,16,White: Roma,858
E09000002,Barking and Dagenham,17,White: Other White,28498
E09000002,Barking and Dagenham,18,Other ethnic group: Arab,1489
E09000002,Barking and Dagenham,19,Other ethnic group: Any other ethnic group,6397
E09000003,Barnet,-8,Does not apply,0
E09000003,Barnet,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2873
E09000003,Barnet,2,"Asian, Asian British or Asian Welsh: Chinese",9434
E09000003,Barnet,3,"Asian, Asian British or Asian Welsh: Indian",30389
E09000003,Barnet,4,"Asian, Asian British or Asian Welsh: Pakistani",6687
E09000003,Barnet,5,"Asian, Asian British or Asian Welsh: Other Asian",25589
E09000003,Barnet,6,"Black, Black British, Black Welsh, Caribbean or African: African",22670
E09000003,Barnet,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4951
E09000003,Barnet,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3030
E09000003,Barnet,9,Mixed or Multiple ethnic groups: White and Asian,6032
E09000003,Barnet,10,Mixed or Multiple ethnic groups: White and Black African,3747
E09000003,Barnet,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3505
E09000003,Barnet,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7605
E09000003,Barnet,13,"White: English, Welsh, Scottish, Northern Irish or British",140777
E09000003,Barnet,14,White: Irish,7644
E09000003,Barnet,15,White: Gypsy or Irish Traveller,179
E09000003,Barnet,16,White: Roma,1554
E09000003,Barnet,17,White: Other White,74608
E09000003,Barnet,18,Other ethnic group: Arab,7383
E09000003,Barnet,19,Other ethnic group: Any other ethnic group,30687
E09000004,Bexley,-8,Does not apply,0
E09000004,Bexley,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1790
E09000004,Bexley,2,"Asian, Asian British or Asian Welsh: Chinese",3990
E09000004,Bexley,3,"Asian, Asian British or Asian Welsh: Indian",10925
E09000004,Bexley,4,"Asian, Asian British or Asian Welsh: Pakistani",1383
E09000004,Bexley,5,"Asian, Asian British or Asian Welsh: Other Asian",6346
E09000004,Bexley,6,"Black, Black British, Black Welsh, Caribbean or African: African",23262
E09000004,Bexley,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3230
E09000004,Bexley,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3583
E09000004,Bexley,9,Mixed or Multiple ethnic groups: White and Asian,2179
E09000004,Bexley,10,Mixed or Multiple ethnic groups: White and Black African,1726
E09000004,Bexley,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2489
E09000004,Bexley,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2346
E09000004,Bexley,13,"White: English, Welsh, Scottish, Northern Irish or British",158842
E09000004,Bexley,14,White: Irish,2528
E09000004,Bexley,15,White: Gypsy or Irish Traveller,620
E09000004,Bexley,16,White: Roma,302
E09000004,Bexley,17,White: Other White,14872
E09000004,Bexley,18,Other ethnic group: Arab,527
E09000004,Bexley,19,Other ethnic group: Any other ethnic group,5535
E09000005,Brent,-8,Does not apply,0
E09000005,Brent,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2186
E09000005,Brent,2,"Asian, Asian British or Asian Welsh: Chinese",3393
E09000005,Brent,3,"Asian, Asian British or Asian Welsh: Indian",66157
E09000005,Brent,4,"Asian, Asian British or Asian Welsh: Pakistani",15217
E09000005,Brent,5,"Asian, Asian British or Asian Welsh: Other Asian",24562
E09000005,Brent,6,"Black, Black British, Black Welsh, Caribbean or African: African",31070
E09000005,Brent,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",21258
E09000005,Brent,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7167
E09000005,Brent,9,Mixed or Multiple ethnic groups: White and Asian,3607
E09000005,Brent,10,Mixed or Multiple ethnic groups: White and Black African,3184
E09000005,Brent,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3775
E09000005,Brent,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6683
E09000005,Brent,13,"White: English, Welsh, Scottish, Northern Irish or British",51611
E09000005,Brent,14,White: Irish,9314
E09000005,Brent,15,White: Gypsy or Irish Traveller,237
E09000005,Brent,16,White: Roma,2520
E09000005,Brent,17,White: Other White,54019
E09000005,Brent,18,Other ethnic group: Arab,17924
E09000005,Brent,19,Other ethnic group: Any other ethnic group,15937
E09000006,Bromley,-8,Does not apply,0
E09000006,Bromley,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1748
E09000006,Bromley,2,"Asian, Asian British or Asian Welsh: Chinese",5075
E09000006,Bromley,3,"Asian, Asian British or Asian Welsh: Indian",12326
E09000006,Bromley,4,"Asian, Asian British or Asian Welsh: Pakistani",1784
E09000006,Bromley,5,"Asian, Asian British or Asian Welsh: Other Asian",6374
E09000006,Bromley,6,"Black, Black British, Black Welsh, Caribbean or African: African",13193
E09000006,Bromley,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",8169
E09000006,Bromley,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3787
E09000006,Bromley,9,Mixed or Multiple ethnic groups: White and Asian,4747
E09000006,Bromley,10,Mixed or Multiple ethnic groups: White and Black African,2431
E09000006,Bromley,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5489
E09000006,Bromley,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5073
E09000006,Bromley,13,"White: English, Welsh, Scottish, Northern Irish or British",219493
E09000006,Bromley,14,White: Irish,4954
E09000006,Bromley,15,White: Gypsy or Irish Traveller,578
E09000006,Bromley,16,White: Roma,551
E09000006,Bromley,17,White: Other White,26719
E09000006,Bromley,18,Other ethnic group: Arab,1203
E09000006,Bromley,19,Other ethnic group: Any other ethnic group,6297
E09000007,Camden,-8,Does not apply,0
E09000007,Camden,1,"Asian, Asian British or Asian Welsh: Bangladeshi",14356
E09000007,Camden,2,"Asian, Asian British or Asian Welsh: Chinese",6728
E09000007,Camden,3,"Asian, Asian British or Asian Welsh: Indian",6952
E09000007,Camden,4,"Asian, Asian British or Asian Welsh: Pakistani",1610
E09000007,Camden,5,"Asian, Asian British or Asian Welsh: Other Asian",8396
E09000007,Camden,6,"Black, Black British, Black Welsh, Caribbean or African: African",14191
E09000007,Camden,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2703
E09000007,Camden,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1998
E09000007,Camden,9,Mixed or Multiple ethnic groups: White and Asian,4243
E09000007,Camden,10,Mixed or Multiple ethnic groups: White and Black African,2059
E09000007,Camden,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2558
E09000007,Camden,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5078
E09000007,Camden,13,"White: English, Welsh, Scottish, Northern Irish or British",74348
E09000007,Camden,14,White: Irish,5325
E09000007,Camden,15,White: Gypsy or Irish Traveller,128
E09000007,Camden,16,White: Roma,978
E09000007,Camden,17,White: Other White,44285
E09000007,Camden,18,Other ethnic group: Arab,4417
E09000007,Camden,19,Other ethnic group: Any other ethnic group,9783
E09000008,Croydon,-8,Does not apply,0
E09000008,Croydon,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3549
E09000008,Croydon,2,"Asian, Asian British or Asian Welsh: Chinese",3950
E09000008,Croydon,3,"Asian, Asian British or Asian Welsh: Indian",29563
E09000008,Croydon,4,"Asian, Asian British or Asian Welsh: Pakistani",15345
E09000008,Croydon,5,"Asian, Asian British or Asian Welsh: Other Asian",16080
E09000008,Croydon,6,"Black, Black British, Black Welsh, Caribbean or African: African",40219
E09000008,Croydon,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",36108
E09000008,Croydon,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",12114
E09000008,Croydon,9,Mixed or Multiple ethnic groups: White and Asian,5740
E09000008,Croydon,10,Mixed or Multiple ethnic groups: White and Black African,4453
E09000008,Croydon,11,Mixed or Multiple ethnic groups: White and Black Caribbean,10380
E09000008,Croydon,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,9172
E09000008,Croydon,13,"White: English, Welsh, Scottish, Northern Irish or British",146268
E09000008,Croydon,14,White: Irish,4935
E09000008,Croydon,15,White: Gypsy or Irish Traveller,212
E09000008,Croydon,16,White: Roma,1120
E09000008,Croydon,17,White: Other White,36450
E09000008,Croydon,18,Other ethnic group: Arab,2259
E09000008,Croydon,19,Other ethnic group: Any other ethnic group,12807
E09000009,Ealing,-8,Does not apply,0
E09000009,Ealing,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3685
