time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,inpost_fte,inpost_headcount,starters_fte,starters_headcount,leavers_fte,leavers_headcount,turnover_rate_fte,turnover_rate_headcount,agency_fte,agency_headcount,agency_rate_fte,agency_rate_headcount,agency_cover_fte,agency_cover_rate_fte,vacancy_fte,vacancy_rate_fte,vacancy_agency_cover_rate_fte,case_holders_fte,cases,caseload_fte,working_days_lost_fte,absence_rate_fte
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,436.8,460,41.5,42,71.1,75,16.3,16.3,28.7,31,6.2,6.3,28.6,100,31,6.6,92.4,226.2,2904,12.8,3585,3.2
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,96.7,103,20,20,15.8,17,16.3,16.5,44,44,31.3,29.9,44,100,74,43.3,59.5,78.8,1881,23.9,1311,5.4
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,320.3,431,47.2,68,48.7,51,15.2,11.8,75,75,19,14.8,63.8,85,124.8,28,51.1,122.6,2325,19,2388,2.9
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,91.2,95,11.5,12,16.3,17,17.9,17.9,22.8,24,20,20.2,15,65.9,19.5,17.6,76.9,69,1242,18,423,1.8
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,99.8,104,25.7,26,18,19,18,18.3,14,14,12.3,11.9,12,85.7,20,16.7,60,61.8,948,15.3,957,3.8
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,322.7,351,48.8,51,40,43,12.4,12.3,17,17,5,4.6,13,76.5,13,3.9,100,x,x,x,1721.6,2.1
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,112.4,114,20,20,14.6,15,13,13.2,32.5,34,22.4,23,30.8,94.8,39,25.8,79,75.3,1482,19.7,1085.5,3.8
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,70.7,75,14,14,14,15,19.8,20,6,6,7.8,7.4,6,100,12,14.5,50,39.3,544,13.8,264.5,1.5
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,215.8,243,29.6,32,33.5,37,15.5,15.2,0,0,0,0,0,z,2,0.9,0,117.4,1859,15.8,1582.1,2.9
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,218.2,236,46.6,48,48.8,52,22.4,22,41.1,42,15.9,15.1,37,90,62,22.1,59.7,174.5,3542,20.3,1884.4,3.4
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,313.4,348,43.8,49,29.8,33,9.5,9.5,1,1,0.3,0.3,1,100,13,4,7.7,222.8,3698,16.6,1883,2.4
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,462.7,495,96.6,99,58,62,12.5,12.5,106,107,18.6,17.8,62.6,59.1,62.6,11.9,100,374.1,7123,19,3088.1,2.6
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,71.2,75,14.7,15,14.1,15,19.7,20,7,7,9,8.5,5,71.4,5,6.6,100,57.6,1162,20.2,311.4,1.7
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,702,752,90.9,94,84.2,98,12,13,90,91,11.4,10.8,52,57.8,84.1,10.7,61.9,396.1,6680,16.9,3866.6,2.2
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,129.8,136,25.8,26,25.6,26,19.7,19.1,80,80,38.1,37,63.4,79.3,64.9,33.3,97.7,105.5,1999,18.9,1391,4.2
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,142.1,150,25.2,26,25.5,28,17.9,18.7,18.6,19,11.6,11.2,18.6,100,22,13.4,84.5,88.6,1436,16.2,504.2,1.4
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,363.4,415,76.8,86,38.9,45,10.7,10.8,31,31,7.9,7,31,100,46,11.2,67.4,237.3,3984,16.8,2110.2,2.3
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,172,185,29.1,32,12.8,14,7.5,7.6,5,5,2.8,2.6,5,100,23,11.8,21.7,97.5,1582,16.2,932,2.1
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,96.8,105,24.3,25,21.3,22,22,21,50,51,34.1,32.7,26,52,85,46.8,30.6,66.8,1228,18.4,386,1.6
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,93.1,97,24.2,25,19,19,20.4,19.6,47.6,49,33.8,33.6,27,56.7,37,28.4,73,79.2,1026,13,463.4,2
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,181.7,199,16.7,18,16,21,8.8,10.6,29,29,13.8,12.7,29,100,37,16.9,78.4,130.3,2540,19.5,1277.1,2.8
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,470.8,535,50.6,59,90.3,103,19.2,19.3,134,134,22.2,20,132,98.5,132,21.9,100,281.2,4902,17.4,3413,2.9
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,80.8,85,13,13,17.6,19,21.8,22.4,12.8,13,13.7,13.3,12.8,100,20.6,20.3,62.1,53.2,834,15.7,679.5,3.3
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,433.4,469,86.2,90,70.8,74,16.3,15.8,57.6,58,11.7,11,44.6,77.4,44.6,9.3,100,228.2,3802,16.7,2751,2.5
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,40.2,42,7.6,8,14,15,34.8,35.7,19,19,32.1,31.1,19,100,25,38.3,76,37.2,644,17.3,314.5,3.1
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,53.7,57,13,13,17,17,31.6,29.8,24.7,25,31.5,30.5,18,72.8,18,25.1,100,43.2,619,14.3,448.3,3.3
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,92.5,106,26.2,30,18.4,21,19.9,19.8,3.6,4,3.7,3.6,3.6,100,7.8,7.8,46.2,54.1,755,14,489.5,2.1
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,146.4,161,20.7,22,27.6,32,18.8,19.9,8,8,5.2,4.7,6,75,6,3.9,100,106.4,2078,19.5,1320.6,3.6
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",268.7,310,50,58,40.8,57,15.2,18.4,10.2,11,3.6,3.4,7.5,73.9,10,3.6,75,153.7,2691,17.5,2141,3.1
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,239.2,263,41.8,43,25.8,29,10.8,11,7.6,8,3.1,3,7.6,100,33.1,12.2,23,136.6,2215,16.2,2701.4,4.5
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,316.7,345,44.1,46,46.6,52,14.7,15.1,57,57,15.3,14.2,38.3,67.2,75.2,19.2,51,266.2,5205,19.6,2544,3.2
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,198.3,215,44.7,47,26.2,31,13.2,14.4,21,21,9.6,8.9,19,90.5,26,11.6,73.1,121.3,2186,18,1258.2,2.5
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,264,294,42.2,46,55.6,62,21.1,21.1,175,175,39.9,37.3,136.3,77.9,136.3,34,100,310.5,4847,15.6,2359,3.5
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,2,2,0,0,0,0,0,0,1,1,33.3,33.3,0,0,0,0,z,2,27,13.5,c,c
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,83.8,95,13.8,14,18.3,21,21.8,22.1,11.6,13,12.2,12,11.6,100,11.6,12.2,100,58.8,887,15.1,c,c
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,165.4,170,56.3,57,18,19,10.9,11.2,13.6,15,7.6,8.1,7.6,55.9,9,5.2,84.4,89.8,1631,18.2,423.3,1
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,97.5,106,16.4,17,11.3,13,11.6,12.3,5,5,4.9,4.5,5,100,10,9.3,50,74.7,1017,13.6,951.5,3.9
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,233.2,253,37.9,40,64.1,69,27.5,27.3,47.3,62,16.9,19.7,36.2,76.5,80.5,25.7,45,129,1973,15.3,1084.6,1.8
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,115.5,122,26,26,22,24,19.1,19.7,28.6,29,19.8,19.2,26.8,93.7,34.2,22.9,78.3,78.6,1531,19.5,760,2.6
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,87.7,94,11,11,29,29,33.1,30.9,86,86,49.5,47.8,85.6,99.5,102,53.8,83.9,114.9,1898,16.5,431.5,1.9
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,72.5,79,6.8,7,13.3,15,18.3,19,33.7,35,31.7,30.7,25,74.2,26.9,27.1,92.9,56,1140,20.4,x,x
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,207.2,226,25.8,28,46,49,22.2,21.7,19.5,27,8.6,10.7,7.7,39.3,30,12.6,25.6,118,2513,21.3,1706.2,3.3
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,182.4,193,36.6,37,35,37,19.2,19.2,35.5,44,16.3,18.6,28.1,79.2,52.6,22.4,53.4,105.8,1521,14.4,938,2
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,7.6,8,0,0,0,0,0,0,0.6,1,7.3,11.1,0.4,66.7,0.4,5,100,4,62,15.5,30,1.6
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,170.6,175,27.8,28,21.2,22,12.4,12.6,65,66,27.6,27.4,43,66.2,43,20.1,100,164.3,2835,17.3,660.4,1.5
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,137.5,142,36.1,37,36,36,26.2,25.4,17,17,11,10.7,17,100,17,11,100,89.1,1145,12.9,346,1
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,140.6,143,21,21,36.9,38,26.2,26.6,62.5,67,30.8,31.9,48,76.8,77,35.4,62.3,108.8,1971,18.1,835.3,2.3
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,214.4,227,30.8,31,18.6,19,8.7,8.4,31,31,12.6,12,31,100,31,12.6,100,114,1596,14,1054,1.9
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,143.1,151,26.9,28,23.4,26,16.4,17.2,6,6,4,3.8,6,100,10,6.5,60,57.4,725,12.6,89,0.2
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,162.3,165,26,26,31,31,19.1,18.8,104.9,108,39.3,39.6,104.9,100,108,40,97.1,141,2159,15.3,3025,7.4
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,153.3,164,61.9,63,25,26,16.3,15.9,66,66,30.1,28.7,54,81.8,85,35.7,63.5,116,1667,14.4,232,0.6
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,161.2,165,24.3,25,38.8,39,24.1,23.6,80,80,33.2,32.7,68,85,68,29.7,100,136.8,2445,17.9,2145.9,5.3
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,229,252,25.5,26,38,39,16.6,15.5,71.8,72,23.9,22.2,43.8,60.9,56,19.6,78.1,173.3,2732,15.8,1351,2.3
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,215.1,225,38,38,32,32,14.9,14.2,117,117,35.2,34.2,117,100,117,35.2,100,142.2,2336,16.4,1343.8,2.5
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,150.4,157,39.1,40,47.8,51,31.8,32.5,81.7,84,35.2,34.9,50.5,61.8,87.8,36.8,57.5,113,1971,17.4,236,0.6
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,123.4,125,24,24,31,31,25.1,24.8,12,12,8.9,8.8,12,100,15,10.8,80,79.8,1016,12.7,204,0.7
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,133.7,137,43,43,22.4,23,16.8,16.8,51,51,27.6,27.1,51,100,56,29.5,91.1,104.1,1905,18.3,497.5,1.5
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,138.8,147,24,24,30.4,33,21.9,22.4,55,85,28.4,36.6,45,81.8,56,28.7,80.4,99.8,1720,17.2,651.1,1.9
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,180.1,187,52,52,39.9,42,22.1,22.5,41,41,18.5,18,24,58.5,33.5,15.7,71.6,93.2,1298,13.9,920.3,2
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,115.5,118,16,16,30,30,26,25.4,69,69,37.4,36.9,68,98.6,68,37.1,100,141.6,2051,14.5,465,1.6
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,156.6,167,65.9,67,3,3,1.9,1.8,77,77,33,31.6,71,92.2,71,31.2,100,120.8,1772,14.7,1042.2,2.6
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,205.2,208,38.6,39,37.5,38,18.3,18.3,179.4,182,46.6,46.7,112,62.4,114,35.7,98.2,245.1,4061,16.6,1673,3.2
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,187,202,38,40,40.5,43,21.7,21.3,38.5,40,17.1,16.5,38.5,100,76,28.9,50.7,90.4,1333,14.7,1574.6,3.3
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,166.3,172,44.1,45,22.8,26,13.7,15.1,19.6,25,10.5,12.7,16.7,85.2,20,10.7,83.5,100.4,1699,16.9,1314.7,3.1
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,230.6,241,27.5,28,13.6,14,5.9,5.8,17,17,6.9,6.6,6,35.3,21,8.3,28.6,142.4,1999,14,1714,2.9
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,129.6,136,27.5,28,23.6,25,18.2,18.4,27.6,28,17.6,17.1,23.6,85.5,24,15.6,98.3,85.2,1414,16.6,534.6,1.6
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,103.8,107,17,17,33.4,34,32.2,31.8,53,53,33.8,33.1,52,98.1,53.6,34,97,65,1042,16,585,2.2
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,124.7,127,33,33,23.4,24,18.8,18.9,62,62,33.2,32.8,62,100,73,36.9,84.9,100,1682,16.8,654.4,2.1
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,162,165,30.6,31,24,24,14.8,14.5,41,42,20.2,20.3,37,90.2,41.2,20.3,89.8,114,1947,17.1,372.5,0.9
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314 / 318,E09000021 / E09000027,Kingston upon Thames / Richmond upon Thames,127.7,131,34.8,35,31.6,35,24.7,26.7,32,32,20,19.6,16,50,16,11.1,100,93.6,1120,12,284.7,0.9
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,121.2,126,25.8,26,18.1,20,14.9,15.9,28.3,29,18.9,18.7,22,77.9,25.6,17.4,85.9,80.9,1432,17.7,586.6,1.9
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,140.7,153,29,31,39.5,40,28.1,26.1,37,40,20.8,20.7,x,x,46.6,24.9,x,75.6,1240,16.4,675.5,1.9
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,110.5,114,27.6,28,28.1,30,25.5,26.3,42,42,27.5,26.9,42,100,48,30.3,87.5,70.6,1123,15.9,773.2,2.8
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,125.1,129,18.5,19,28.8,30,23,23.3,55,55,30.5,29.9,55,100,55,30.5,100,94,1606,17.1,712.7,2.3
2017,Reporting year,National,E92000001,England,,,,,,28482.6,30646,5500.5,5726,3811.8,4204,13.4,13.7,5343.2,5689,15.8,15.7,3864.7,74.2,5822.6,17,67.5,17840.6,316647,17.7,224856.9,3.1
2017,Reporting year,Regional,E92000001,England,E12000001,North East,,,,1769.1,1872,384.8,398,227.1,241,12.8,12.9,255.3,267,12.6,12.5,182.6,71.5,230.1,11.5,79.4,1129.2,20721,18.3,15071.2,3.4
2017,Reporting year,Regional,E92000001,England,E12000002,North West,,,,4125.5,4371,758,777,506.8,546,12.3,12.5,572.2,581,12.2,11.7,360.6,63,641.7,13.5,56.2,2429.7,47132,19.4,35085.8,3.4
2017,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,3395.7,3680,589.8,617,394.9,436,11.6,11.8,286.5,309,7.8,7.7,162.5,56.7,286,7.8,56.8,1921,34768,18.1,32545.5,3.8
2017,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,2038,2211,460.1,480,262,310,12.9,14,437,488,17.7,18.1,356.2,81.5,552,21.3,64.5,1294.8,23675,18.3,15299.5,3
2017,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,3049.7,3299,565.1,592,428.3,466,14,14.1,614,680,16.8,17.1,466.5,76,723.6,19.2,64.5,1997.8,36907,18.5,33106.9,4.3
2017,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,2713.8,2947,400.3,417,302.8,328,11.2,11.1,368,397,11.9,11.9,320.8,87.2,542.4,16.7,59.2,1667.4,26718,16,17054.3,2.5
2017,Reporting year,Regional,E92000001,England,E12000007,London,,,,4741.9,4959,1095.8,1116,822.3,872,17.3,17.6,1708.5,1776,26.5,26.4,1245.2,74.6,1636.3,25.7,77.2,3034.1,48868,16.1,25247.4,2.1
2017,Reporting year,Regional,E92000001,England,E12000008,South East,,,,4091.8,4467,815.5,868,506.8,588,12.4,13.2,708.7,717,14.8,13.8,482.4,78.3,731,15.2,73.1,2629.5,47679,18.1,25908,2.5
2017,Reporting year,Regional,E92000001,England,E12000009,South West,,,,2557.1,2840,431.2,461,360.9,417,14.1,14.7,392.9,474,13.3,14.3,287.9,73.3,479.6,15.8,60,1737.1,30179,17.4,25538.3,3.9
2017,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,2177.6,2283,446.4,453,344.1,377,15.8,16.5,833.7,865,27.7,27.5,522.4,62.7,674.9,23.7,77.4,1414.3,22572,16,10045,1.8
2017,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,2564.3,2676,649.5,663,478.2,495,18.6,18.5,874.8,911,25.4,25.4,722.7,86.6,961.4,27.3,77.1,1619.8,26296,16.2,15202.5,2.3
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,256.8,281,35,37,29.6,31,11.5,11,49,49,16,14.8,24,49,43,14.3,55.8,170.4,3203,18.8,2432.6,3.7
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,73.8,81,30,31,19.2,20,26,24.7,26.8,28,26.6,25.7,10.8,40.2,14.6,16.5,74,58.4,730,12.5,453.7,2.4
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,133.5,142,16.5,17,2,2,1.5,1.4,24.7,27,15.6,16,24.5,99.2,25,15.8,98,87.1,1503,17.3,1681.7,5
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,108.8,112,19,19,23.3,24,21.4,21.4,10,10,8.4,8.2,8,80,8,6.8,100,71.2,1152,16.2,1007.2,3.7
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,164.7,171,86.3,90,15.5,17,9.4,9.9,2,2,1.2,1.2,2,100,7,4.1,28.6,101.4,1769,17.4,728,1.7
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,244.2,266,36.8,38,43.4,46,17.8,17.3,22,22,8.3,7.6,13,59.1,13,5.1,100,128.2,2302,18,3583,5.8
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,92.2,97,23.9,25,21.4,23,23.2,23.7,10.4,11,10.1,10.2,10.4,100,12,11.5,86.7,54.4,1019,18.7,7,low
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,194.2,206,33,34,13.3,15,6.9,7.3,9,9,4.4,4.2,0,0,0,0,z,111.1,2139,19.3,1549.9,3.2
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,91.1,96,17.3,18,17.6,18,19.3,18.8,7,7,7.1,6.8,7,100,7,7.1,100,58,1071,18.5,671.9,2.9
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,114.7,119,16,16,11.5,13,10,10.9,12,12,9.5,9.2,5,41.7,5,4.2,100,68,1201,17.7,1272,4.4
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,126.7,132,19.6,20,16.1,17,12.7,12.9,14.4,22,10.2,14.3,11,76.1,25.5,16.8,43,84,1671,19.9,1019.2,3.2
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,168.4,169,51.5,53,14.2,15,8.4,8.9,68,68,28.8,28.7,67,98.5,70,29.4,95.7,137,2961,21.6,665,1.6
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,115.2,120,22.5,23,26,28,22.6,23.3,10.6,11,8.4,8.4,9.6,90.6,21,15.4,45.7,59.4,1413,23.8,1264.9,4.3
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,134.8,143,28.5,29,35.4,36,26.3,25.2,13,13,8.8,8.3,13,100,19,12.4,68.4,72.3,1397,19.3,825,2.4
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,184.8,199,15.5,16,18.4,21,10,10.6,8,8,4.1,3.9,2.8,35.1,13,6.6,21.6,98.9,1938,19.6,2423.5,5.2
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,118.8,125,28,28,14.6,16,12.3,12.8,7,8,5.6,6,7,100,17,12.5,41.2,64.5,1320,20.5,1283.5,4.3
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,167.3,178,36.1,37,34.6,36,20.7,20.2,11.8,12,6.6,6.3,10.8,91.5,16,8.7,67.5,97,1960,20.2,1115.5,2.6
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,161.1,175,44.8,47,24.8,27,15.4,15.4,20,20,11,10.3,20,100,20.5,11.3,97.6,82,1669,20.4,1246.5,3.1
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,244.5,262,22.2,23,22.1,24,9,9.2,45.7,47,15.7,15.2,34.5,75.5,56.8,18.9,60.7,136.4,2705,19.8,1779.2,2.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,87.9,91,16,16,13.8,14,15.7,15.4,4.5,5,4.9,5.2,2.5,55.5,2.5,2.8,100,49.8,1046,21,1303.5,5.9
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,109.9,115,14,14,16,16,14.6,13.9,1,1,0.9,0.9,1,100,1,0.9,100,58.3,984,16.9,841,3
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,473,507,82.5,84,23,28,4.9,5.5,61.4,65,11.5,11.4,61.4,100,82.5,14.9,74.4,326.5,5072,15.5,3231,2.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,209.3,215,30,30,24.5,25,11.7,11.6,25,25,10.7,10.4,12,48,12,5.4,100,128.5,2870,22.3,2812,5.3
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,438.3,449,127.1,129,35.5,36,8.1,8,75.5,76,14.7,14.5,75.5,100,152.3,25.8,49.6,227.5,4354,19.1,3290.5,3
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,159.2,165,41.8,42,15,14,9.4,8.5,35,35,18,17.5,3,8.6,3,1.8,100,113.1,2374,21,383.5,1
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,160.1,171,32.5,33,30.8,33,19.2,19.3,16,16,9.1,8.6,16,100,21,11.6,76.2,91.2,1597,17.5,728.8,1.8
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,206.7,223,25.3,26,26.6,30,12.9,13.5,18,18,8,7.5,7,38.9,7,3.3,100,107.2,2480,23.1,1945,3.7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,136.4,145,6.4,8,17.6,19,12.9,13.1,6,6,4.2,4,6,100,32.5,19.2,18.5,85.3,1855,21.7,1377,4
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,128.3,145,28,29,13,17,10.1,11.7,8,8,5.9,5.2,4.5,56.3,11.9,8.5,37.8,67.2,1525,22.7,1239,3.8
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,165.3,181,20.8,22,27.1,29,16.4,16,12.8,14,7.2,7.2,2,15.7,2,1.2,100,83.3,1686,20.2,1658.7,4
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,116.7,126,31.4,33,16.7,18,14.3,14.3,82,82,41.3,39.4,4,4.9,4,3.3,100,111,2196,19.8,462.2,1.6
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,119.2,130,19.7,22,16.7,20,14,15.4,16,16,11.8,11,16,100,52.9,30.7,30.3,70.7,1165,16.5,1257,4.2
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,121.8,125,27,27,8.4,10,6.9,8,19,19,13.5,13.2,19,100,28.7,19.1,66.2,78,1726,22.1,701,2.3
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,182.2,188,23.5,24,25.1,28,13.8,14.9,0,0,0,0,0,z,9,4.7,0,97.8,1788,18.3,1512.5,3.3
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,184.8,193,34.4,35,21,21,11.4,10.9,76,76,29.1,28.3,33,43.4,56,23.3,58.9,123.9,2012,16.2,2405.1,5.1
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,129.6,138,12.8,13,8.3,9,6.4,6.5,0,0,0,0,0,z,10,7.2,0,73,1470,20.1,888.8,2.7
